Agent Name,Latitude,longitude
Tanmoy Enterprise,22.68844,89.80094
SHIULY PHARMACY,22.69637,89.75962
Judhara Polty Feet Centar,22.40899,89.74194
Ak Store,22.58227,89.66661
Aarshi Pharmacy,22.69637,89.75962
Ifad Electrical And Electronics,22.53288,89.59026
Mahiuddin Store,22.31219,89.85099
Biswas Telecom,22.88987,89.77417
Milon Telecom,22.45366,89.84988
SAHIN STORE,22.45366,89.84988
Ety Store,22.6579,89.77002
IMRAN ELECTRONICS,22.57244,89.95683
Choto Hujur Pharmacy,22.26376,89.8299
M/S Satota Enterprise,22.53288,89.59026
Ma-Babar Doa Electronics,28.01526,73.31361
NUR JAHAN TELECOM,22.6579,89.77002
Jashim Telecom,22.57244,89.95683
MA TELECOM,22.71634,89.83283
Hasib Telecom,22.57244,89.95683
Bismillah Variety Store,22.31333,89.84862
Jamal Store,22.31333,89.84862
Maa Pharmacy,22.47071,89.60319
Tarik Computer,22.6579,89.77002
M/S Khan Pharmacy,22.57244,89.95683
BHAI BHAI TELECOM,22.77442,89.71553
Sepai Telecom,22.29992,89.84794
KAZI PHARMACY,22.79184,89.87692
Faiza Elecetronics,22.58227,89.66661
Sunmoon Medical Hall,22.6579,89.77002
M/S Eyamin Enterprise,22.79184,89.87692
Rafi Telecom,22.49521,89.64367
M/S Fatama Enterprise,22.69637,89.75962
M/S Tirtho Vander,22.57244,89.95683
Al Madina Telecom,22.66195,89.64408
Mahedi Telecom,22.5262,89.65318
Avisar Studio,22.45366,89.84988
MILTON STORE,22.57244,89.95683
M/S HABIB STORE,22.74887,89.68112
Al Mamun Store,22.6579,89.77002
M/S LAMIA ENTERPRISE,22.79184,89.87692
M/S Arif Telecom,22.46946,89.60176
MONISHA HOMEO STORE,22.77442,89.71553
M/S Al-Noman Enterprise,22.5262,89.65318
KIYAN TEL,22.29992,89.84794
Ferdhaus Telecom And Elec,22.29768,89.10388
A R Telecom,22.57244,89.95683
R M Rana Telecom-2,22.47191,89.60435
New Tonni Telecom,22.67147,89.76037
Abdullah Enterprise,22.53288,89.59026
A TELECOM,22.5262,89.65318
Allahar Dan Medical Corner,22.6579,89.77002
Salahuddin Trading,22.47071,89.60319
Haji Amjad Hosen And Sons,22.46986,89.64689
M/S Rabeya Garments,22.6579,89.77002
Ashar Alo Souro Vidyut And Electronic,22.57244,89.95683
ANAMIKA TRADERS,22.45366,89.84988
Siry Durga Pharmacy Orudro Telecom,22.46764,89.66756
Miraz Store,22.45358,89.85153
FATEMA VARITIES STORE,22.58901,89.69277
RIFAT STORE,22.69637,89.75962
Adnan Telecom,22.58227,89.66661
Sukur Enterprise,22.65517,89.778
M M  Telecommunication,22.58227,89.66661
Tushar Telecom,22.69637,89.75962
RUPOSHI BANGLA FASHION HOUSE,22.69637,89.75962
Durga Medical Hall,22.6579,89.77002
Yousuf Ali Telecom,22.6579,89.77002
M/S Abdullah Enterprise,22.57244,89.95683
Ohid Phone Centre,22.79184,89.87692
ORANGE ENTERPRISE,22.69637,89.75962
Al Modina Enterprise,22.70814,89.81608
Bangladesh-E-Merket,22.53288,89.59026
Jisan Enterprise,22.69637,89.75962
JAHANGIR TELECOM,22.57244,89.95683
Manik Enterprise,22.45366,89.84988
ANOWAR STORE,22.6579,89.77002
Mansa Vission,22.78719,89.67835
M/S Rasel Store,22.79184,89.87692
M/S Shikder Medical,22.57244,89.95683
ASAD ENTERPRISE,22.77442,89.71553
Khalid Shoe Store,22.6579,89.77002
Sell Bazar Fashion Galari,22.6579,89.77002
Ettadi Telecom,22.74887,89.68112
HABIB STORE,22.88987,89.77417
Milon Kumar Datta,22.78719,89.67835
Al Amin Telecom And Cd Corner,22.77999,89.7844
Kawsar Store,22.49521,89.64367
NASIM TELECOM,22.6579,89.77002
Arafat Cycle Garage,22.58227,89.66661
Shahjada Telecom,22.57244,89.95683
MAYER DOYA COMPUTER,22.31333,89.84862
Ma Store,22.6579,89.77002
M/S Antara Enterprise,22.69637,89.75962
M/S Imran Telecom And Cd,22.74887,89.68112
URMY TELECOM,22.88987,89.77417
Nazad Store,22.57244,89.95683
Eight Brothers Pharmacy,22.78638,89.68096
Latif Store,22.47071,89.60319
Mariya Telecom,22.31333,89.84862
Sheikh Store And Telecom,22.58227,89.66661
Nur Telecom,22.67147,89.76037
M/S GONI STORE,22.47071,89.60319
URMI TELECOM,22.6579,89.77002
Rezeya Telecom,22.58227,89.66661
Abid Store,22.49521,89.64367
MIM TELECOM,22.47071,89.60319
M/S SAJIB ENTERPRISE,22.79148,89.87604
Sumon Store,22.31333,89.84862
MA COMPUTER AND TECHNOLOGY,22.69637,89.75962
Yunus Store,22.49521,89.64367
PRODHIP STORE,22.57244,89.95683
Al-Mamun Multiplan,22.88987,89.77417
GIAS STORE,22.57244,89.95683
Sarnaly Telecom,22.68844,89.80094
MODERN COMMUNICATION,22.69637,89.75962
Tanha Enterprise,22.31333,89.84862
Gihad Tailors,22.29992,89.84794
MAA TELECOM,22.47071,89.60319
M/S JISAN STORE,22.79184,89.87692
M/S Khan Enterprise,22.79184,89.87692
ALVE ENTERPRISE,22.31333,89.84862
Shikar Enterprise,25.76135,86.26371
M/S Ma Medical Hall,22.31333,89.84862
A R S COMPUTER,22.47071,89.60319
ASLAM STORE,22.47071,89.60319
SUJAN TELECOM,22.57244,89.95683
G R S TELECOM,22.58227,89.66661
Sonali Telecom,22.88987,89.77417
Sumaiya Telecom And Mobile Servicing Point,22.47071,89.60319
M/S Likhon And Anurag Enterprise O Telecom,22.49521,89.64367
M/S Nirob Pharmacy,22.6579,89.77002
Tuba Varieties Store,22.69637,89.75962
Sohag Telecom,22.31333,89.84862
AL AMIN LIBRARY,22.58227,89.66661
Aslam Telecom,22.47071,89.60319
Raisa Medical Hall,22.6579,89.77002
Shyad Enterprise,22.58227,89.66661
Mihmuna Enterprise,22.88987,89.77417
Angkor Enterprise,22.68955,89.76429
Dr Bashar Pharmacy,22.88987,89.77417
M/S MA ENTERPRISE,22.6579,89.77002
Masum Store,22.47071,89.60319
MASUM TELECOM,22.47071,89.60319
ASHIK TELECOM SERVICING CENTER,22.74887,89.68112
Satarupa Pharmacy And Chikitsaloy,22.69637,89.75962
Yeashir Store,22.46764,89.66756
SABIKUNNAHAR PHARMACY,22.31333,89.84862
MAHIMA STORE,22.88987,89.77417
Shomoy Telecom,22.57244,89.95683
Likhon Telecom,22.6579,89.77002
MOLLIK SHOE AND VARIETIES STORE,22.6579,89.77002
Ma Telecom,22.88987,89.77417
Net Corner,22.6579,89.77002
Momota Telecom,22.79184,89.87692
M/S RAFIN ENTERPRISE,22.6579,89.77002
Hafiz Store,22.88987,89.77417
GAZI BIZ BHANDAR,22.77442,89.71553
M/S NOBIN GARMENTS,22.70262,89.84244
Barun Pharmacy,22.29992,89.84794
GAZI RAHATUL STORE,22.57244,89.95683
Ma Garments And Cosmetics,22.57244,89.95683
Gias Telecom,22.57244,89.95683
TOUCH MOBILE,22.57244,89.95683
Sopno Media And Studio,22.47071,89.60319
SINGER BANGLADESH,22.77408,89.71494
M/S Kamrul Telecom,22.31333,89.84862
Nur Store,22.88987,89.77417
Sikder Pharmacy,22.88987,89.77417
Imam Telecom,22.78719,89.67835
KAZI PHOTOSTAT,22.74887,89.68112
ELEUS STORE,22.57244,89.95683
Hawladar Enterprise,22.67147,89.76037
M/S Humayun Traders,22.53418,89.86831
M/S Sadia Medical Hall,22.57244,89.95683
Rezaul Karim Store,22.31219,89.85099
AL HARAMAIN TRADERS,22.58227,89.66661
MONIR STORE,22.31333,89.84862
Tanmoy Electronics,22.57244,89.95683
Nahar Computer,22.88987,89.77417
Azad Ali Sheikh Store,22.6579,89.77002
S T TRADERS,22.77442,89.71553
Fatiha Telecom,22.29992,89.84794
Monowara Telecom And Stationary,22.58227,89.66661
STAR CABLE VISION,22.79184,89.87692
Hafiz Telecom And Mobile Corner,22.45366,89.84988
Fokirhat Telecom,22.77442,89.71553
Zahid Enterprise,22.6579,89.77002
M/S Kaium Store,22.79184,89.87692
PRIANKA MOBILE CENTER,22.68844,89.80094
Satata Enterprise,22.29768,89.10388
RUBEL TELECOM,22.79148,89.87604
M/S Maa Baba Motors,22.6579,89.77002
Md Joynal Shaikh,22.6579,89.77002
Green Telecom,22.58227,89.66661
Trisita Store,22.69637,89.75962
Kakoli Store,22.47071,89.60319
Manar Traders,22.45366,89.84988
SHARIF PHARMACY,22.79184,89.87692
M/S EMA STORE,22.31333,89.84862
Dujoy Store,22.47071,89.60319
Bayzid Store,22.58227,89.66661
Juni Telecom,22.78719,89.67835
Ladis Corner,22.77442,89.71553
Shamim Telecom,22.61471,89.8519
Nayon Store,22.47071,89.60319
Shah Awliya Cofee And Bekary,22.69637,89.75962
MAMUN TELECOM,22.47071,89.60319
AFZAL STORE,22.58227,89.66661
TAHER SHOE STORE,22.35144,89.81963
Esha Digital,22.57244,89.95683
Zakir Telecom,22.35144,89.81963
Ideal Cosmetics,22.6579,89.77002
KHAN COMPUTER AND ONLINE CENTER,22.31333,89.84862
MOTOR CYCLE EMPORIUM,22.67147,89.76037
Molla Telecom,22.6579,89.77002
LIPY ENTERPRISE,22.6579,89.77002
Jonta Digital Studio,22.53288,89.59026
Habib Enterprise,22.61471,89.8519
M/S ISLAM ENTERPRISE,22.71352,89.84369
T R Store,22.6579,89.77002
Rupom Pharmacy,22.57244,89.95683
Bahadur Telecom,22.6579,89.77002
M/S Maa Enterprise,22.31333,89.84862
Sanjana Store,22.6579,89.77002
NAYEEM STORE,22.67147,89.76037
Shandha Polly Phone,22.53288,89.59026
BHAI BHAI TELECOM,22.26376,89.8299
Sahadat Store,22.58227,89.66661
Brothers Telecom,22.77442,89.71553
Vai Vai Telecom,22.7809,89.69756
REYA TRADERS,22.6579,89.77002
MOHAMMAD ALI STORE,22.47071,89.60319
S Digital Studio,22.58227,89.66661
Kamal Electronics,22.57244,89.95683
M/S Kohinur Motors,22.53288,89.59026
M/S MA MONI CYCLE STORE,22.69637,89.75962
M/S Bismilla Store,22.47191,89.60435
SOJEB STORE,22.46764,89.66756
OBAIDUL TELECOM,22.57244,89.95683
NEW SADHIN FASHION CORNER,22.57244,89.95683
Police Lines Canteen,22.6579,89.77002
M/S Shamim Enterprise,22.79971,89.86722
BABU ELECTRONICS AND TELECOM,22.58227,89.66661
RIPON STORE,22.57244,89.95683
Vhai Vhai Store,22.29992,89.84794
Anik Telecom,22.6579,89.77002
MORIOM AUTO,22.69637,89.75962
Ohidul Telecom,22.93317,89.79947
Rongdhonu Computer And Digital Studio,22.77442,89.71553
MUNTASIR TELECOM,22.58227,89.66661
Sohel Store,22.58893,89.69267
Vai Vai Electronics,22.45358,89.85153
Ma Moni Electric And Kolpona Polli Phone,22.57244,89.95683
Faraji Telecom,22.45366,89.84988
Bhai Bhai Store,22.88987,89.77417
Dalim Store,22.6579,89.77002
DESH ELECTRONICS,22.58227,89.66661
M/S  Halim Enterprise,22.31333,89.84862
SHAHIN TELECOM,22.69637,89.75962
Alamin Store,22.47071,89.60319
SARDAR VARITIY STORE,22.69637,89.75962
Durjoy Telecom,22.79184,89.87692
Tonni Telecom,22.69637,89.75962
M/S SUNDARBAN GAS HOUSE,22.58227,89.66661
SHAKIB TELECOM,22.69637,89.75962
UTTARA BEKARI,22.79184,89.87692
M/S Sheikh Hardware,22.85078,89.86767
Fariha Store,22.79971,89.86722
Khan Telecom,25.61669,88.12312
Moriom Store,22.69637,89.75962
Taruni Varietie Store,22.69637,89.75962
ASIRBAD DIGITAL STUDIO AND PHOTOCOPY,22.77442,89.71553
MASUM STORE,22.31333,89.84862
Sorowardy Cycle Store,22.67147,89.76037
SARDER MUDIKHANA,22.6579,89.77002
S R ENTERPRISE,22.62807,89.82532
M/S SHAN TRADERS,22.69637,89.75962
Shapna Medical Hall,22.77442,89.71553
Sraboni Telecom,22.6579,89.77002
M/S SHAHADAT TRADERS,22.46764,89.66756
ABDULLAH STORE,22.77644,89.70583
Jisan Telecom And Gass House,22.79184,89.87692
M/S Bissmillah Pharmacy And Telecom,22.69637,89.75962
Ma Telecom,22.77442,89.71553
Fahad Store,22.69637,89.75962
RUHANA TELECOM,22.69637,89.75962
M/S MA STORE,22.5262,89.65318
SAHIN STORE,22.77999,89.7844
Arup Store,22.58227,89.66661
DIDAR TELECOM,22.57244,89.95683
S T TELECOM AND ELECTRONICS,22.45358,89.85153
Bishwas Medical Hall,22.57244,89.95683
M/S Afroza Pharmacy,22.4645,89.91817
M/S Choyan Store,22.46981,89.64699
Zamil Telecom,22.57244,89.95683
Min Bostraloy,22.47071,89.60319
Rasel Telecom 2,22.79184,89.87692
Sheikh Store,22.6579,89.77002
M/S Lucky Pharmacy,22.57244,89.95683
Five Star Cosmetics And Gift House,22.47071,89.60319
O K Electronics,22.6579,89.77002
Lison Varieties Store,22.57244,89.95683
M/S Gagi Monohari Store,22.57244,89.95683
Tamim Store Khokon,22.29992,89.84794
M/S Takwa Enterprise,22.53288,89.59026
Marry Enterprise,22.57957,88.35107
Chowdhury Mobile Fair,22.88987,89.77417
Bagerhat Stationery,22.6579,89.77002
NESARABAD ENETRPRISE,22.57244,89.95683
Alamin Enterprise,22.6493,89.8806
Babul Marine And Machinery Store,22.47071,89.60319
Shikdar Enterprise,22.57244,89.95683
Farage Telecom,22.31333,89.84862
KHATA GHAR,22.6579,89.77002
NADIM STORE,22.57244,89.95683
Imran Electric,22.57244,89.95683
Seyam Telecom,22.69637,89.75962
M/S RENA ENTERPRISE,22.47071,89.60319
Akon Fashion House And Garments,22.29992,89.84794
MURAD TELECOM,22.69637,89.75962
SOMOI TELECOM LTD,22.57244,89.95683
OPU TELECOM,22.91491,89.80336
Rubel Telecom And Computers,22.69637,89.75962
Asif Art And Telecom,22.47071,89.60319
RABBI TELECOM AND GENERAL STORE,22.47071,89.60319
Rubel Decorator And Stodio,22.57244,89.95683
Afzal Telecom,22.88987,89.77417
Mostofa Store,22.45366,89.84988
Risan Telecom,22.31333,89.84862
SUMON TELECOM,22.47071,89.60319
Rubi Telecom,22.29992,89.84794
Adarsha Library,22.91491,89.80336
Mustakim Telecom And Studio,22.67362,89.73559
TUHIN VARIETIES STORE,22.6579,89.77002
Laboni Pharmacy And Telecom,22.79184,89.87692
M/S Bahari Traders,22.79184,89.87692
Faruk Recharge Gar,22.49428,89.59333
Baby And Moms Collection,22.31219,89.85099
MASUD ENTERPRISE,28.51755,77.17756
MAA TELECOM,28.52179,77.18103
Mobile Corner 1,22.77282,89.71226
MEGHLA TELECOM,22.47071,89.60319
Brother Service,22.29992,89.84794
M/S MEDICINE HOUSE,22.6579,89.77002
RIYAD TELECOM,22.77442,89.71553
SHOMIR TRADERS,22.77442,89.71553
Shaon Telecom,22.47191,89.60435
Halal Chitalmari Bd,22.79184,89.87692
M/S Islam Medical Hall,22.57244,89.95683
Company Store,22.49521,89.64367
NEW DIGITAL CORNER,22.79184,89.87692
M/S Rabbi Transport Agency,22.72498,89.66153
M/S Paru Medico,22.47071,89.60319
Classic Mobile Zone,22.29992,89.84794
ALLAHAR DAN TRADERS,22.6579,89.77002
M/S RUKAIYA MEDICAL HALL,22.77442,89.71553
MILTAN COMPUTER AND DIGITAL STUDIO,22.77442,89.71553
Sagor Store,22.57244,89.95683
M/S Apurbo Store,22.47191,89.60435
Master Enterprise,22.6493,89.8806
Al Amin Telecom,22.47191,89.60435
Mollic Store,22.53495,89.86802
HARUN TELECOM,22.57244,89.95683
M/S Urmi Store,29.69654,76.9656
SAGOR STORE,22.79184,89.87692
Ma Telecom,22.88987,89.77417
M/S Vai Vai Store,22.47071,89.60319
M/S Srijon Medical Hall,22.69637,89.75962
SUDHANNA TELECOM,22.69637,89.75962
Ariyan Enterprise,22.79184,89.87692
Ma Enterprise,22.31219,89.85099
TARAFDER TRADERS,22.69637,89.75962
Gazi Telecom,22.53729,89.77555
New Music Vision,22.70262,89.84244
VAI VAI STORE,22.49428,89.59333
Tarun Studio And Mobile Point,22.57244,89.95683
Hasib Store,22.88987,89.77417
Rezaul Store,22.58227,89.66661
Maa Telecom,22.47071,89.60319
Suza Telecom,22.58227,89.66661
M/S Kawser Enterprise,22.47191,89.60435
Megha Studio And Cosmetics,22.57244,89.95683
Abir Hasan Enginneering Workshop,22.88987,89.77417
Howlader Store,22.26376,89.8299
PROGOTI LIBRARY,22.79148,89.87604
Sachin Mitra,22.6579,89.77002
Badol Electric And Electronics,22.53495,89.86802
Nahidul Enterprise,22.79184,89.87692
BISWAS ENTERPRISE,22.69637,89.75962
Sabuj Digital Studio,22.6579,89.77002
Ma Store,22.47071,89.60319
SATH RONG TELECOM AND COMPUTER,22.69637,89.75962
Bangali Cosmetic,22.6579,89.77002
A J Store,22.47071,89.60319
Khalid Hasan Electronic,22.58227,89.66661
Alamgir Bastraloy,22.40899,89.74194
Borkotiya Library,22.58893,89.69267
M/S Rony Store,22.31333,89.84862
Colour Digital Studio,22.47071,89.60319
Abdullah Telecom And Electronics,22.45358,89.85153
Ovi Telecom,22.7809,89.69756
SORIF DIGITAL STUDIO,22.69637,89.75962
HOWLADER MASER ARATH,22.69637,89.75962
Soudia Photostat,22.6579,89.77002
Khan Stationery And Telecom,22.45366,89.84988
Miraj Telecom,22.58227,89.66661
Mosharaf Telecom,22.29992,89.84794
Khokon Telecom,22.47071,89.60319
MONISA PHARMACY,22.57945,88.33153
Bismillah Telecom And Store,22.57911,89.68475
All Modina Telecom,22.45358,89.85153
Darullah Enterprise,22.79148,89.87604
SHORDER ENTERPRISE,22.88987,89.77417
Glaxi House,22.47071,89.60319
Bondhu Telecom,22.6579,89.77002
Feroj Telecom,22.45358,89.85153
Sharif Telecom Photocopy And Varieties,22.77442,89.71553
Talukder Telecom,22.31333,89.84862
BEAUTY DIGITAL STUDIO,22.88987,89.77417
M/S Allahar Das Poltry And Fishariest,22.4645,89.91817
S S Telecom And Computer,22.77442,89.71553
Afia Confesonary And Cosmeticks,22.53288,89.59026
M/S Rony Store,22.6579,89.77002
BHAI BHAI DEPARTMENTAL STORE,22.6579,89.77002
Mitali Telecom,22.79148,89.87604
Rasul Store,22.35144,89.81963
Talukder Pharmacy,22.31333,89.84862
M/S ABIR ENTERPRISE,22.46986,89.64689
RABIUL TELECOM,22.66195,89.64408
M/S Janani General Store,22.57244,89.95683
S N A ENTERPRISE,22.79184,89.87692
Utsav Bazar,22.6579,89.77002
Mayer Dowa Store,22.31219,89.85099
M/S Al Mamun Pharmacy,22.31333,89.84862
Orange Enterprise,22.6579,89.77002
Tanha Store,22.46981,89.64699
Sumon Telecom,22.29992,89.84794
KAMRUL STORE,22.47071,89.60319
Jui Telecom,22.70262,89.84244
M/S Star Tailors And Cloth Store,22.77442,89.71553
MAYAR DOWA,22.6579,89.77002
SHAFIQ STORE,22.29992,89.84794
M S VARIETIES STORE,22.6579,89.77002
Adorsho Telecom,22.6579,89.77002
HANIF STORE,22.57244,89.95683
Tapan Store,22.26376,89.8299
JEET MUDI VANDER,22.45366,89.84988
M/S MIRAZ ENTERPRISE,22.57244,89.95683
Mohid Store,22.53418,89.86831
Ma Baba Store,22.74137,89.65608
Miraj Telecom,22.69637,89.75962
Nanna Electronics,22.57244,89.95683
Ripon Store,22.40899,89.74194
Maa Mechinary Store,22.58227,89.66661
Bhai Bhai Store,22.69637,89.75962
Vai Vai Store,22.58227,89.66661
Digital Store,22.47071,89.60319
M/S Chowdhury Traders,22.88987,89.77417
Nusrat Enterprise,22.79148,89.87604
Sajid Stationary,22.45358,89.85153
Nishat Telecom,22.77442,89.71553
Shohid Store,22.70262,89.84244
SHOHAG TELECOM CENTER,22.6579,89.77002
Raha Telecom,22.77442,89.71553
Ma Computer Center,22.69637,89.75962
Murad Store,22.31333,89.84862
Molla Pharmacy,22.85078,89.86767
SAFA TELECOM,22.45358,89.85153
Mir Telecom And Store,22.91491,89.80336
Tamim Telecom,22.57244,89.95683
Tonni Telecom,22.6579,89.77002
Helal Telecom,22.31333,89.84862
Tanvir Enterprise,22.57244,89.95683
M/S Rabeya Pharmacy,22.65836,89.77065
Sritama Telecom,22.77442,89.71553
Hafcha Telecom,22.85078,89.86767
Super Electronics,22.26376,89.8299
Golobal Inter Prise,22.31333,89.84862
M/S Azim Cosmetics,22.57244,89.95683
Shihab Treaders,22.4645,89.91817
MS MIJAN VARIETIES STORE,22.6649,89.75859
Abi Telecom And Electronics,22.53288,89.59026
Sk Telecom 2,22.79184,89.87692
Sagar Pharmacy,22.46764,89.66756
Showrna Telecom,22.26376,89.8299
VI VI STORE,22.53729,89.77555
M/S Ariful Store,22.6579,89.77002
M M Telecom,22.79184,89.87692
JANANI STORE,22.69637,89.75962
Sajid Telecom And Electronics,22.5262,89.65318
Tizarah Medicine,22.72263,89.74719
MAJIBAR STORE,22.26376,89.8299
M/S NUR MOHAMMAD STORE,22.6579,89.77002
Badhon Digital Store,22.6579,89.77002
Nabil Telecom Center,22.79184,89.87692
VAI VAI STORE,22.6579,89.77002
Mir Telecom,22.31333,89.84862
Ekhon Telecom,22.88987,89.77417
Sopnil Enterprise,22.69637,89.75962
Utsab Biz Vander,22.88987,89.77417
Mahin Medical Hall,22.29992,89.84794
Bellal Store,22.74137,89.65608
Khan Library,22.57244,89.95683
Mahmud Medical Hall,22.69637,89.75962
Alif Fashon,22.6579,89.77002
SHORIFA PHARMACY,22.88987,89.77417
Afroza Electronics,22.6579,89.77002
M, R Traders.,22.77442,89.71553
Mayer Doa Electronics,22.88987,89.77417
M/S REHENA FUEL SUPPLYER,22.47071,89.60319
Eunus Store,22.69637,89.75962
MOLLICK TELECOM AND SPORTS,22.77282,89.71226
MIM TELECOM,22.46764,89.66756
Mayer Doa Electronics,22.88987,89.77417
Mayar Doa Digital Studio,22.79184,89.87692
Bismillah Store,22.69637,89.75962
Digital Studio And Mayer Doa Electronics,22.88987,89.77417
Dj Telecom Electronics And Studio,22.47071,89.60319
Masum Store,22.69637,89.75962
TUK TUKI MOBILE SERVICING CENTER,22.7653,89.71478
Bulbul Telecom,22.47071,89.60319
M/S ISMAIL BROTHERS,22.47191,89.60435
ABU BAKOR TELECOM,22.57244,89.95683
Biplob Telecom,22.47071,89.60319
Jahid Store,22.6579,89.77002
Sojib Telecom,22.45366,89.84988
Maa Telecom,22.47071,89.60319
MS BHAI BHAI ENTERPRRISE,22.57244,89.95683
Uttara Jewelers,22.57244,89.95683
Asad Varieties Store,22.58227,89.66661
M/S Milan Fuel Supply,22.6579,89.77002
Computer Gallery,22.65836,89.77065
ABDUR RAHMAN TELECOM,22.53288,89.59026
Saiful Telecom,22.47071,89.60319
Three Star Digital And Varieties Store,22.6579,89.77002
MUKTHA PHARMACY,22.57244,89.95683
Foysal Bekary And Coffee Corner,22.29992,89.84794
Eka Enterprise,22.57244,89.95683
Fuyad Store,22.58227,89.66661
Sumon Telecom,22.79184,89.87692
Jamaddar Store,22.704,89.79961
Azim Thai Glass Febricates,22.31333,89.84862
Khan Telecom,22.26376,89.8299
Molla Enterprise,22.88987,89.77417
Hossain Digital Photostate,22.69637,89.75962
Bhai Bon Telecom,22.58227,89.66661
Sima Cosmetics,22.79184,89.87692
AL MEHEDI STORE,22.57244,89.95683
M/S MOLLA TELECOM,22.47071,89.60319
MER LIBRARY AND STATIONARY,22.31333,89.84862
VHAI VHAI STORE,26.69982,88.41109
New Media Telecom,22.47191,89.60435
Hasan Telecom,22.88987,89.77417
Ahian Departmentar And Fast Food,22.6579,89.77002
Ma Phamacy,22.79184,89.87692
SHORNA ENTERPRISE,22.47071,89.60319
MAMUN STORE,22.31333,89.84862
HASIB TELECOM,22.47191,89.60435
Nabila Store,22.57244,89.95683
S M S TELECOM,22.57244,89.95683
Talukder Electronics,22.53288,89.59026
M/S Roy Traders And Electronics,22.57244,89.95683
TAPAN STORE,22.57244,89.95683
Vai Vai Sports Corner And Telecom,22.72263,89.74719
Student Photostate,22.71634,89.83283
Mayer Doya Varieties Store,22.57244,89.95683
Udayn Salun,22.47071,89.60319
Mayer Doa Store,22.57244,89.95683
Friends Enterprice,22.50181,89.59217
Ma Digital Studio And Computer,22.85078,89.86767
M/S Emon Traders,22.58227,89.66661
MA MEDICAL HALL,22.6579,89.77002
Ma Telecom,22.56203,89.60211
Prottoy Telecom,22.7809,89.69756
Ma Telecom,22.6579,89.77002
Runu Jhunu Store,22.57244,89.95683
Suman Confectionary,22.29992,89.84794
M/S Sabbir Enterprise,22.77999,89.7844
Kisor Electric,22.31333,89.84862
Choice Telecom,22.6579,89.77002
Tasmia Store,23.75664,90.36399
MAYAR DOWAA,22.45358,89.85153
NANNU STORE,22.79184,89.87692
Apu Telecom,22.7809,89.69756
Mahi Medical Hall,22.58227,89.66661
M/S Khalek Store,22.31333,89.84862
TUBA STORE,22.80004,89.73542
M/S Modina Enterprise,22.47191,89.60435
Taslim Telecom,22.53288,89.59026
J And B Coffee House,22.69637,89.75962
M/S Sahin Store,22.58227,89.66661
Tarek Store,22.6579,89.77002
M/S Tutul Enterprise,22.79148,89.87604
Bapon Telecom And Verities,22.31333,89.84862
Bhai Bhai Tailors,22.69637,89.75962
